Offer Title,Price,Currency,Offered By,Brand,Model,Version,Year,Mileage,Engine Capacity,Fuel Type,Power,Body Type,Transmission,Number of Doors,Number of Seats,Color,Condition,Registration Number,Drive,City Fuel Consumption,Registered in Poland,Accident Free,Tuning,Car Link
Mazda MX-5 1.6,39000,PLN,Prywatne,Mazda,MX-5,1.6,1991,163 000 km,1 597 cm3,Benzyna,116 KM,Kabriolet,Manualna,2,2,Zielony,Używane,Tak,Na tylne koła,,Tak,Tak,,https://www.otomoto.pl/osobowe/oferta/mazda-mx-5-miata-na-british-racing-green-ID6GmGSz.html
Mazda 2 1.4 CD Active,3500,PLN,Prywatne,Mazda,2,1.4 CD Active,2008,226 750 km,1 399 cm3,Diesel,68 KM,Auta małe,Manualna,5,5,Niebieski,Używane,Tak,Na przednie koła,5 l/100km,Tak,,,https://www.otomoto.pl/osobowe/oferta/mazda-2-mazda-2-1-4-diesel-peknieta-tylnia-belka-nowy-rozrzad-i-opony-ID6Gp2ac.html
Mazda 3,74500,PLN,Prywatne,Mazda,3,,2019,66 100 km,1 998 cm3,Benzyna,150 KM,Kompakt,Automatyczna,5,5,Bordowy,Używane,Tak,Na przednie koła,,Tak,,,https://www.otomoto.pl/osobowe/oferta/mazda-3-2019-66-tys-km-ID6G9IkQ.html
Mazda CX-60,229900,PLN,Firma,Mazda,CX-60,,2022,20 772 km,2 488 cm3,Hybryda,191 KM,SUV,Automatyczna,5,5,Szary,Używane,Tak,4x4 (dołączany automatycznie),,Tak,Tak,,https://www.otomoto.pl/osobowe/oferta/mazda-cx-60-4x4fullledkameraskorzana-tapicerkavat23-gwarancja-do-2029r-ID6G7VrC.html
Mazda 6 2.5 Skypassion I-ELoop,53900,PLN,Prywatne,Mazda,6,2.5 Skypassion I-ELoop,2014,166 000 km,2 488 cm3,Benzyna+LPG,192 KM,Sedan,Automatyczna,4,5,Czerwony,Używane,Tak,Na przednie koła,8 l/100km,Tak,Tak,,https://www.otomoto.pl/osobowe/oferta/mazda-6-mazda-6-2-5-skyactive-benzyna-lpg-ID6GkXD1.html
Mazda CX-3,66900,PLN,Prywatne,Mazda,CX-3,,2016,125 800 km,1 998 cm3,Benzyna,150 KM,SUV,Automatyczna,5,5,Biały,Używane,Tak,4x4 (stały),"7,70 l/100km",Tak,,,https://www.otomoto.pl/osobowe/oferta/mazda-cx-3-mazda-cx-3-ID6Ga61F.html
Mazda 3,51999,PLN,Firma,Mazda,3,,2015,143 090 km,1 998 cm3,Benzyna,120 KM,Kompakt,Manualna,5,5,Szary,Używane,,Na przednie koła,,,Tak,,https://www.otomoto.pl/osobowe/oferta/mazda-3-bixenon-grzane-fotele-czujniki-tempomat-bluetooth-gwarancja-bezwypadek-ID6Glnzv.html
Mazda 5,11900,PLN,Prywatne,Mazda,5,,2008,333 061 km,1 999 cm3,Benzyna+LPG,145 KM,Minivan,Manualna,5,,Błękitny,Używane,,,,,,,https://www.otomoto.pl/osobowe/oferta/mazda-5-mazda-5-7-osobowa-ID6Gp248.html
Mazda CX-3 2.0 SkyPassion,87500,PLN,Prywatne,Mazda,CX-3,2.0 SkyPassion,2019,18 213 km,1 998 cm3,Benzyna,121 KM,SUV,Automatyczna,5,5,Czerwony,Używane,Tak,Na przednie koła,7 l/100km,Tak,Tak,,https://www.otomoto.pl/osobowe/oferta/mazda-cx-3-stan-bardzo-dobry-niski-przebieg-ID6Gp1RZ.html
Mazda 6 2.0 Skypassion I-ELoop,86000,PLN,Prywatne,Mazda,6,2.0 Skypassion I-ELoop,2017,53 000 km,1 998 cm3,Benzyna,165 KM,Kombi,Manualna,4,5,Czerwony,Używane,Tak,Na przednie koła,7 l/100km,Tak,Tak,,https://www.otomoto.pl/osobowe/oferta/mazda-6-mazda-6-kombi-i-wlasciciel-faktura-vat-ID6Gp22U.html
