Offer Title,Price,Currency,Offered By,Brand,Model,Version,Year,Mileage,Engine Capacity,Fuel Type,Power,Body Type,Transmission,Number of Doors,Number of Seats,Color,Condition,Registration Number,Drive,City Fuel Consumption,Registered in Poland,Accident Free,Tuning,Car Link
SsangYong Tivoli 1.5 T-GDI Adventure,112800,PLN,Firma,SsangYong,Tivoli,1.5 T-GDI Adventure,2023,5 km,1 497 cm3,Benzyna,163 KM,SUV,Automatyczna,5,5,Szary,Nowe,,Na przednie koła,,,Tak,,https://www.otomoto.pl/osobowe/oferta/ssangyong-tivoli-wyprzedaz-2023-tivoli-adventure-1-5t-gdi-163km-automat-mozliwe-lpg-ID6Gl5IW.html
SsangYong Musso 2.2 e-XDi Joy 4WD,176900,PLN,Firma,SsangYong,Musso,2.2 e-XDi Joy 4WD,2023,11 km,2 157 cm3,Diesel,202 KM,SUV,Manualna,4,5,Szary,Nowe,,4x4 (dołączany ręcznie),,,Tak,,https://www.otomoto.pl/osobowe/oferta/ssangyong-musso-musso-2-2-e-xdi-202km-7lat-gwarancji-wyprzedaz-2023-ID6GfXXk.html
SsangYong Torres,170900,PLN,Firma,SsangYong,Torres,,2023,2 km,1 500 cm3,Benzyna,163 KM,SUV,Automatyczna,5,,Czarny,Nowe,,,,,Tak,,https://www.otomoto.pl/osobowe/oferta/ssangyong-torres-automat-163km-benzyna-nowy-od-reki-adventure-plus-ID6G68NJ.html
SsangYong Korando 1.5 T-GDI Quartz 2WD,109999,PLN,Firma,SsangYong,Korando,1.5 T-GDI Quartz 2WD,2022,4 300 km,1 497 cm3,Benzyna,163 KM,SUV,Automatyczna,5,5,Szary,Używane,Tak,Na przednie koła,,Tak,Tak,,https://www.otomoto.pl/osobowe/oferta/ssangyong-korando-polski-salon-gwarancja-przebieg-tylko-4300km-fv-vat-ID6Gg0sx.html
SsangYong Tivoli 1.5 T-GDI Quartz,110899,PLN,Firma,SsangYong,Tivoli,1.5 T-GDI Quartz,2023,1 km,1 497 cm3,Benzyna,163 KM,SUV,Automatyczna,5,5,Szary,Nowe,,Na przednie koła,,,Tak,,https://www.otomoto.pl/osobowe/oferta/ssangyong-tivoli-quartz-1-5-163-km-automat-dostepny-od-reki-ID6GgEDe.html
SsangYong Tivoli 1.5 T-GDI Adventure,103999,PLN,Firma,SsangYong,Tivoli,1.5 T-GDI Adventure,2023,1 km,1 497 cm3,Benzyna,163 KM,SUV,Manualna,5,5,Szary,Nowe,,Na przednie koła,,,Tak,,https://www.otomoto.pl/osobowe/oferta/ssangyong-tivoli-adventure-1-5-163km-dostepny-reki-ID6GgI5X.html
SsangYong Korando 1.5 T-GDI Quartz 2WD,124599,PLN,Firma,SsangYong,Korando,1.5 T-GDI Quartz 2WD,2023,1 km,1 497 cm3,Benzyna,163 KM,SUV,Automatyczna,5,5,Biały,Nowe,,Na przednie koła,,,Tak,,https://www.otomoto.pl/osobowe/oferta/ssangyong-korando-quartz-1-5-163-km-automat-dostepny-od-reki-ID6Gh78r.html
SsangYong Korando 1.5 T-GDI Quartz 2WD,104999,PLN,Firma,SsangYong,Korando,1.5 T-GDI Quartz 2WD,2022,500 km,1 497 cm3,Benzyna,163 KM,SUV,Automatyczna,5,5,Bordowy,Używane,Tak,Na przednie koła,,Tak,,,https://www.otomoto.pl/osobowe/oferta/ssangyong-korando-polski-salon-gwarancja-przebieg-tylko-500km-fv-vat-ID6GlEmT.html
SsangYong REXTON 2.2 D Sapphire 4WD 7os,255900,PLN,Firma,SsangYong,REXTON,2.2 D Sapphire 4WD 7os,2023,764 km,2 157 cm3,Diesel,202 KM,SUV,Automatyczna,5,7,Szary,Używane,Tak,4x4 (dołączany ręcznie),,Tak,Tak,,https://www.otomoto.pl/osobowe/oferta/ssangyong-rexton-2-2-td-202-km-sapphire-4x4-8at-7s-ID6GpKXb.html
SsangYong Korando 1.5 T-GDI Sapphire 2WD,148890,PLN,Firma,SsangYong,Korando,1.5 T-GDI Sapphire 2WD,2023,5 km,1 497 cm3,Benzyna,163 KM,SUV,Automatyczna,5,5,Czarny,Nowe,,Na przednie koła,,,Tak,,https://www.otomoto.pl/osobowe/oferta/ssangyong-korando-2024-rok-automat-najbogatsza-wersja-sapphire-dostepny-w-salonie-ID6FOnD7.html
SsangYong Torres,170900,PLN,Firma,SsangYong,Torres,,2023,2 km,1 500 cm3,Benzyna,163 KM,SUV,Automatyczna,5,,Srebrny,Nowe,,,,,Tak,,https://www.otomoto.pl/osobowe/oferta/ssangyong-torres-automat-nowy-benzyna-163km-wersja-adventure-plus-ID6G68Ii.html
SsangYong Musso Grand 2.2 e-XDi Quartz 4WD,179900,PLN,Firma,SsangYong,Musso,Grand 2.2 e-XDi Quartz 4WD,2023,2 km,2 157 cm3,Diesel,202 KM,SUV,Automatyczna,4,5,Czarny,Nowe,,4x4 (dołączany ręcznie),,,Tak,,https://www.otomoto.pl/osobowe/oferta/ssangyong-musso-nowy-automat-4x4-na-ramie-wersja-quartz-diesel-200km-ID6G69fT.html
SsangYong Tivoli,110000,PLN,Firma,SsangYong,Tivoli,,2023,2 km,1 497 cm3,Benzyna,163 KM,SUV,Automatyczna,5,5,Srebrny,Nowe,,,,,Tak,,https://www.otomoto.pl/osobowe/oferta/ssangyong-tivoli-automat-wersja-adventure-163km-benzyna-od-reki-ID6G68lE.html
SsangYong REXTON W 2.0 D20 DTR 4WD Sapphire,39900,PLN,Prywatne,SsangYong,REXTON,W 2.0 D20 DTR 4WD Sapphire,2013,200 633 km,1 998 cm3,Diesel,155 KM,SUV,Manualna,5,7,Bordowy,Używane,,4x4 (dołączany ręcznie),"9,40 l/100km",,Tak,,https://www.otomoto.pl/osobowe/oferta/ssangyong-rexton-2013rok-lift-4x4-7osob-skory-navi-full-opcja-braun-serwis-ID6FAWqM.html
SsangYong Korando 1.5 T-GDI Quartz 2WD,123000,PLN,Firma,SsangYong,Korando,1.5 T-GDI Quartz 2WD,2023,2 300 km,1 497 cm3,Benzyna,163 KM,SUV,Automatyczna,5,5,Szary,Używane,Tak,Na przednie koła,,Tak,Tak,,https://www.otomoto.pl/osobowe/oferta/ssangyong-korando-automat-163km-atywny-tempomat-demonstracyjny-ID6G7mx3.html
SsangYong Tivoli 1.5 T-GDI Adventure Plus,104500,PLN,Firma,SsangYong,Tivoli,1.5 T-GDI Adventure Plus,2023,300 km,1 497 cm3,Benzyna,163 KM,SUV,Manualna,5,5,Srebrny,Nowe,,Na przednie koła,,Tak,Tak,,https://www.otomoto.pl/osobowe/oferta/ssangyong-tivoli-adventure-plus-5-lat-gwarancji-demonstracyjny-tylko-300km-ID6FYEhX.html
